TIPO,RESPOSTA,PARAGRAFO
P50,50 CONFIANÇA,"É muito comum crianças que não se sentem acolhidas, ou que temem punição ou humilhação, <b>esconderem experiências traumáticas</b> dos pais ou cuidadores. Crianças e adolescentes de famílias onde há pouca intimidade emocional, onde os pais são imaturos (ou são o centro das atenções) raramente recorrem aos adultos para serem confortadas; em vez disso, tendem a lidar sozinhas com suas experiências negativas, por mais difíceis que elas sejam. Esse ocultamento frequentemente leva a sentimentos de culpa, vergonha e estresse crônico, além de um forte sentimento de abandono, o que compromete ainda mais a capacidade de processar e integrar essas experiências. E sem serem processadas e devidamente integradas, ao longo do tempo essas experiências dolorosas se expressam por meio de sintomas físicos e emocionais."
R50,NÃO,"Você, no entanto, não passou por isso. Seu teste mostra que você não escondeu nenhuma experiência traumática que viveu, o que demonstra confiança nos seus pais ou cuidadores, ou que você simplesmente não viveu nada traumático!"
R50,NÃO LEMBRO,"Você parece não lembrar se escondeu algo traumático na infância ou adolescência. Esse esquecimento aponta para duas possibilidades: um autoconhecimento limitado, ou para a repressão de experiências dolorosas como mecanismo de defesa (ou amnésia seletiva).  "
R50,SIM,"Por algum motivo, você aprendeu a esconder ou reprimir vivências dolorosas na infância. Esta pode ser a origem de desafios emocionais que duram até hoje, como dificuldade para expressar seus sentimentos, autoconhecimento limitado e dificuldade para pedir e receber apoio emocional. É muito importante reconhecer que você viveu essas experiências e ser capaz de validá-las. Se você vive em sofrimento persistente, busque apoio terapêutico – especialmente abordagens que integram corpo e mente. Esse apoio pode ser fundamental para processar e ressignificar essas vivências, e melhorar seu bem-estar."
CON1,T1,"T1 - Por algum motivo, você aprendeu a esconder ou reprimir vivências dolorosas na infância. Esta pode ser a origem de desafios emocionais que duram até hoje, como dificuldade para expressar seus sentimentos, autoconhecimento limitado e dificuldade para pedir e receber apoio emocional. É muito importante reconhecer que você viveu essas experiências e ser capaz de validá-las. Se você vive em sofrimento persistente, busque apoio terapêutico – especialmente abordagens que integram corpo e mente. Esse apoio pode ser fundamental para processar e ressignificar essas vivências, e melhorar seu bem-estar."
CON2,T1,"T1 - Você, no entanto, não passou por isso. Seu teste mostra que você não escondeu nenhuma experiência traumática que viveu, o que demonstra confiança nos seus pais ou cuidadores, ou que você simplesmente não viveu nada traumático!"
CON1,T2,"T2 - Por algum motivo, você aprendeu a esconder ou reprimir vivências dolorosas na infância. Esta pode ser a origem de desafios emocionais que duram até hoje, como dificuldade para expressar seus sentimentos, autoconhecimento limitado e dificuldade para pedir e receber apoio emocional. É muito importante reconhecer que você viveu essas experiências e ser capaz de validá-las. Se você vive em sofrimento persistente, busque apoio terapêutico – especialmente abordagens que integram corpo e mente. Esse apoio pode ser fundamental para processar e ressignificar essas vivências, e melhorar seu bem-estar."
CON2,T2,"T2 - Você, no entanto, não passou por isso. Seu teste mostra que você não escondeu nenhuma experiência traumática que viveu, o que demonstra confiança nos seus pais ou cuidadores, ou que você simplesmente não viveu nada traumático!"
CON1,T3,"T3 - Por algum motivo, você aprendeu a esconder ou reprimir vivências dolorosas na infância. Esta pode ser a origem de desafios emocionais que duram até hoje, como dificuldade para expressar seus sentimentos, autoconhecimento limitado e dificuldade para pedir e receber apoio emocional. É muito importante reconhecer que você viveu essas experiências e ser capaz de validá-las. Se você vive em sofrimento persistente, busque apoio terapêutico – especialmente abordagens que integram corpo e mente. Esse apoio pode ser fundamental para processar e ressignificar essas vivências, e melhorar seu bem-estar."
CON2,T3,"T3 - Você, no entanto, não passou por isso. Seu teste mostra que você não escondeu nenhuma experiência traumática que viveu, o que demonstra confiança nos seus pais ou cuidadores, ou que você simplesmente não viveu nada traumático!"
CON1,T4,"T4 - Por algum motivo, você aprendeu a esconder ou reprimir vivências dolorosas na infância. Esta pode ser a origem de desafios emocionais que duram até hoje, como dificuldade para expressar seus sentimentos, autoconhecimento limitado e dificuldade para pedir e receber apoio emocional. É muito importante reconhecer que você viveu essas experiências e ser capaz de validá-las. Se você vive em sofrimento persistente, busque apoio terapêutico – especialmente abordagens que integram corpo e mente. Esse apoio pode ser fundamental para processar e ressignificar essas vivências, e melhorar seu bem-estar."
CON2,T4,"T4 - Você, no entanto, não passou por isso. Seu teste mostra que você não escondeu nenhuma experiência traumática que viveu, o que demonstra confiança nos seus pais ou cuidadores, ou que você simplesmente não viveu nada traumático!"
